address,company,jname,jtxt,mount,salary
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,工艺工程师,大专 / 经验3年以上 / 性别不限 / 年龄不限,招聘1人,薪资面议
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,导线工程师,大专 / 经验不限 / 性别不限 / 年龄不限,招聘1人,薪资面议
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,信息化工程师,大专 / 经验2年以上 / 性别不限 / 年龄不限,招聘1人,薪资面议
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,质量经理,大专 / 经验3年以上 / 性别不限 / 年龄不限,招聘1人,薪资面议
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,生产经理,大专 / 经验3年以上 / 性别不限 / 年龄不限,招聘1人,薪资面议
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,计量员,高中 / 经验1年以上 / 性别不限 / 年龄不限,招聘1人,3K-5K
(波斯曼公寓622),池州天虹光电信息技术有限公司,学徒,学历不限 / 经验2年以上 / 性别男 / 年龄不限,招聘若干人,薪资面议
(翠柏路莫泰酒店三楼),龙美美容中心,医美高级咨询师,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘5人,3K-10K
,安庆泰亚鞋业有限公司,文员/助理/生管/仓管,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘5人,2K-5K
(池州市尚华国际B幢405室),池联科技公司,办公室人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,2K-3K
,安徽省萝卜呗呗童装,市场销售经理,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘若干人,薪资面议
(翠柏路莫泰酒店三楼),龙美美容中心,美容,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘50人,2K-20K
(池州市尚华国际B幢405室),池联科技公司,计算机网络工程师,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘5人,2K-5K
(尚华国际B座15层（商之都对面）),池州元泉瑜伽养生会馆,前台接待,大专 / 经验1年以上 / 性别女 / 年龄不限,招聘2人,薪资面议
(长江北路与清风路交叉口东南角恒泰都市华庭),贵池区车爵仕汽车美容会所,洗车工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘4人,薪资面议
(安徽省池州市青阳县经济开发区),安徽柯力电气制造有限公司,普工,初中 / 经验不限 / 性别不限 / 年龄不限,招聘60人,5K-6K
,逆时光美容会所,带薪学徒,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,1K-2K
(翠柏路莫泰酒店三楼),龙美美容中心,文案设计,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,3K-6K
(尚华国际B座15层（商之都对面）),池州元泉瑜伽养生会馆,瑜伽教练,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(尚华国际B座15层（商之都对面）),池州元泉瑜伽养生会馆,销售顾问,大专 / 经验2年以上 / 性别不限 / 年龄不限,招聘10人,薪资面议
(杏花村街道长江北路328号),飞安童电子商务有些公司,运营助理,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,2K-4K
(杏花村街道长江北路328号),飞安童电子商务有些公司,诚信通,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,薪资面议
(杏花村街道长江北路328号),飞安童电子商务有些公司,包装工（临时工）,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘15人,薪资面议
(池州市尚华国际B幢405室),池联科技公司,办公室人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,2K-3K
(池州市甲地国际商贸城风情街1号楼4楼),尚好大药房连锁有限公司,出纳,高中 / 经验不限 / 性别不限 / 年龄不限,招聘1人,2K-3K
(豪丰国际家具城2期),池州联丰地板专卖店,市场业务员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘10人,2K-10K
,捉鸭记特色餐厅,厨师长,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,5K-8K
(贵池区工业园区康庄大道北侧),池州市大胡子实业有限公司,驾驶员,学历不限 / 经验1年以上 / 性别不限 / 年龄不限,招聘1人,面议
,安徽我爱我树网络科技有限公司,客服,学历不限 / 经验不限 / 性别女 / 20～28岁,招聘4人,2K-3K
(杏花村街道长江北路328号),飞安童电子商务有些公司,剪线头（临时工）,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘15人,薪资面议
(杏花村街道长江北路328号),飞安童电子商务有些公司,质检,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘5人,薪资面议
(杏花村街道长江北路328号),飞安童电子商务有些公司,运营,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘5人,薪资面议
(池州桃园小区19号楼306室),池州山立分子筛有限公司,急聘工艺员,本科 / 经验不限 / 性别男 / 23～40岁,招聘若干人,面议
(池州市贵池区同晖广场拉菲公馆Z1栋2408室),池州山立分子筛有限公司,高薪诚聘机修,初中 / 经验3年以上 / 性别男 / 30～50岁,招聘2人,薪资面议
,安庆泰亚鞋业有限公司,电工/机修/锅炉工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘4人,3K-4K
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,销售员,大专 / 经验不限 / 性别不限 / 20～35岁,招聘2人,面议
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,销售内勤,大专 / 经验2年以上 / 性别女 / 25～30岁,招聘2人,2K-3K
(同晖广场拉菲公馆2408室),池州山立分子筛有限公司,景观设计师,大专 / 经验3年以上 / 性别不限 / 年龄不限,招聘2人,薪资面议
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,会计,大专 / 经验1年以上 / 性别男 / 20～35岁,招聘1人,面议
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,操作工,初中 / 经验不限 / 性别男 / 年龄不限,招聘30人,3K-6K
(池州市长江北路60号),池州蓝威科技发展有限公司,店面导购,中专 / 经验不限 / 性别女 / 38岁以下,招聘9人,薪资面议
,捉鸭记特色餐厅,服务员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,2K-3K
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,质检员,初中 / 经验不限 / 性别不限 / 20～45岁,招聘10人,3K-4K
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,置业顾问,学历不限 / 经验不限 / 性别不限 / 18～35岁,招聘若干人,面议
(安徽省池州市贵池开发区),池州市九华明坤铝业有限公司,仓库管理员,高中 / 经验不限 / 性别不限 / 20～40岁,招聘5人,面议
,池州蔚宇环保技术有限公司,实验室化验员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,3K-4K
,池州蔚宇环保技术有限公司,环保设备运营人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,4K-5K
(高新区电子信息产业园),安徽艾露恩生物科技有限公司,网络销售！,学历不限 / 经验不限 / 性别不限 / 18～35岁,招聘8人,4K-8K
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,CNC操作工,学历不限 / 经验不限 / 性别不限 / 18～45岁,招聘20人,3K-5K
(池州市(开发区金科路27号金马石业院内百世快递)),池州市拉钩供应链管理有限公司,分拣工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,2K-5K
(池州市(开发区金科路27号金马石业院内百世快递)),池州市拉钩供应链管理有限公司,客服人员,学历不限 / 经验不限 / 性别女 / 年龄不限,招聘3人,2K-2K
(池州市贵池区同晖广场Z1栋拉菲公馆2408室),池州山立分子筛有限公司,过控员,大专 / 经验1年以上 / 性别男 / 年龄不限,招聘1人,薪资面议
(同晖广场拉菲公馆),池州山立分子筛有限公司,设备管理,大专 / 经验3年以上 / 性别男 / 30～45岁,招聘1人,4K-5K
(池州市长江北路60号),池州蓝威科技发展有限公司,仓库管理员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,绘图员,大专 / 经验1年以上 / 性别男 / 25～35岁,招聘1人,3K-4K
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,物业保安,初中 / 经验不限 / 性别男 / 40～52岁,招聘1人,2K-3K
(池州市金溪路99号),池州志城房地产有限公司,销售助理,高中 / 经验不限 / 性别女 / 22～35岁,招聘1人,2K-3K
(池州市金溪路99号),池州志城房地产有限公司,物管员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,薪资面议
(安徽省池州高新技术产业开发区),池州市九华明坤铝业有限公司,机修工,中专 / 经验1年以上 / 性别男 / 25～45岁,招聘1人,面议
(贵池区工业园区康庄大道北侧),池州市大胡子实业有限公司,业务员,高中 / 经验不限 / 性别不限 / 18～50岁,招聘1人,薪资面议
(池州市长江南路国际汽车城1幢103),池州市捷途汽车销售服务有限公司,行政主管,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,薪资面议
,逆时光美容会所,美容顾问,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘6人,4K-12K
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,物业绿化护理工,学历不限 / 经验2年以上 / 性别男 / 45～60岁,招聘1人,面议
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,平面设计,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,面议
(池州市金溪路99号),池州志城房地产有限公司,保 安,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘4人,薪资面议
(池州市金溪路99号),池州志城房地产有限公司,出纳,学历不限 / 经验不限 / 性别不限 / 20～40岁,招聘1人,薪资面议
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,物业管理,中专 / 经验2年以上 / 性别不限 / 30～45岁,招聘1人,2K-3K
(池州市金溪路99号),池州志城房地产有限公司,烧饭阿姨,学历不限 / 经验不限 / 性别不限 / 30～55岁,招聘1人,薪资面议
(东至县尧渡镇滨河园小区东入口门面),池州至尚规划建筑设计有限责任公司,建筑、方案设计师,本科 / 经验不限 / 性别不限 / 20～35岁,招聘5人,面议
(东至县尧渡镇滨河园小区东入口门面),池州至尚规划建筑设计有限责任公司,规划设计师,本科 / 经验不限 / 性别不限 / 20～35岁,招聘5人,面议
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,外场,学历不限 / 经验不限 / 性别不限 / 18～35岁,招聘2人,面议
(东至县尧渡镇滨河园小区东入口门面),池州至尚规划建筑设计有限责任公司,市政、景观设计师,本科 / 经验不限 / 性别不限 / 20～35岁,招聘3人,面议
(东至县尧渡镇滨河园小区东入口门面),池州至尚规划建筑设计有限责任公司,装饰设计师,本科 / 经验不限 / 性别不限 / 18～40岁,招聘1人,薪资面议
(东至县尧渡镇滨河园小区东入口门面),池州至尚规划建筑设计有限责任公司,电气设计工程师,本科 / 经验不限 / 性别不限 / 20～30岁,招聘1人,薪资面议
(池州市贵池工业园区 通港大道58号),安徽力成智能装备股份有限公司,机床调试技工,中专 / 经验不限 / 性别不限 / 20～46岁,招聘5人,4K-6K
(池州市金溪路99号),池州志城房地产有限公司,物管员,初中 / 经验不限 / 性别女 / 30～45岁,招聘2人,面议
(池州市贵池工业园区 通港大道58号),安徽力成智能装备股份有限公司,磨床、钻床,初中 / 经验1年以上 / 性别不限 / 25～40岁,招聘1人,面议
(池州市贵池工业园区 通港大道58号),安徽力成智能装备股份有限公司,财务经理,大专 / 经验3年以上 / 性别男 / 20～45岁,招聘1人,5K-8K
,池州市捷途汽车销售服务有限公司,销售经理,大专 / 经验4年以上 / 性别不限 / 28～40岁,招聘1人,6K-8K
(池州市长江北路60号),池州蓝威科技发展有限公司,前台,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,薪资面议
(池州市长江南路国际汽车城1幢103),池州市捷途汽车销售服务有限公司,二网经理,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,4K-5K
(长江北路时代广场),池州市兆丰招商运营代理有限公司,财务,大专 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(池州市贵池工业园区 通港大道58号),安徽力成智能装备股份有限公司,装配工,高中 / 经验2年以上 / 性别不限 / 28～50岁,招聘若干人,面议
(新西街二楼),鱼你在一起,勤杂工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,2K-2K
(长江北路与清风路交叉口东南角恒泰都市华庭),贵池区车爵仕汽车美容会所,洗车工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,物业水电工,学历不限 / 经验2年以上 / 性别男 / 45～55岁,招聘1人,面议
(长江北路与清风路交叉口东南角恒泰都市华庭),贵池区车爵仕汽车美容会所,前台接待,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(长江北路与清风路交叉口东南角恒泰都市华庭),贵池区车爵仕汽车美容会所,机修工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,薪资面议
(池州市开发区金同路67号（20路公交双平路口下，可直达）),安徽金度洋（池州）机电科技有限公司,加工中心操作学徒工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘5人,面议
(池州市开发区金同路67号（20路公交双平路口下，可直达）),安徽金度洋（池州）机电科技有限公司,质量检验员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,面议
(池州市开发区金同路67号（20路公交双平路口下，可直达）),安徽金度洋（池州）机电科技有限公司,加工中心操作员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘10人,面议
(池州市香港城1栋),池州招聘网(chizhoujob.com),招聘顾问,学历不限 / 经验不限 / 性别不限 / 20～36岁,招聘2人,2K-8K
(池州市金溪路99号),池州志城房地产有限公司,销售助理,高中 / 经验不限 / 性别不限 / 22～35岁,招聘1人,薪资面议
,池州市捷途汽车销售服务有限公司,市场经理,大专 / 经验2年以上 / 性别不限 / 年龄不限,招聘1人,4K-5K
(池州市贵池工业园区 通港大道58号),安徽力成智能装备股份有限公司,铣床、磨床,初中 / 经验1年以上 / 性别男 / 25～45岁,招聘2人,面议
,安庆泰亚鞋业有限公司,品检员/质检员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘20人,3K-4K
(池州市金溪路99号（平天湖广场对面）),池州志城房地产有限公司,办公室文员,大专 / 经验不限 / 性别女 / 22～26岁,招聘1人,面议
(一店地址:池州市翠微东路兴佳小区入口处(欧普照明)二店地址:百汇大市场入口处(欧普照明华美灯饰)),欧普照明,安装工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(池州市长江中路1号金汇广场4楼),池州招聘网(chizhoujob.com),招聘顾问（销售岗位）,高中 / 经验不限 / 性别不限 / 18～40岁,招聘5人,面议
(一店地址:池州市翠微东路兴佳小区入口处(欧普照明)二店地址:百汇大市场入口处(欧普照明华美灯饰)),欧普照明,业务员,学历不限 / 经验不限 / 性别不限 / 25～40岁,招聘2人,薪资面议
(新西街二楼),鱼你在一起,煮鱼师,初中 / 经验不限 / 性别不限 / 21～48岁,招聘1人,3K-3K
,鱼你在一起,收银员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,2K-3K
(齐山大道与滨湖路交汇处翠微南苑二期B区),池州市智睿金属制品有限公司,电焊工,学历不限 / 经验5年以上 / 性别不限 / 年龄不限,招聘4人,5K-8K
(站前区4S店集中区),池州市吉顺二手车经销有限公司,业务经理,学历不限 / 经验不限 / 性别不限 / 25～35岁,招聘5人,薪资面议
(池州市贵池区通港路89号第28栋),池州巨成电子科技有限公司,品管员,中专 / 经验1年以上 / 性别不限 / 18～30岁,招聘3人,薪资面议
,捉鸭记特色餐厅,洗碗工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,2K-2K
(池州市贵池区通港路89号第28栋),池州巨成电子科技有限公司,技术员,中专 / 经验1年以上 / 性别不限 / 25～35岁,招聘2人,薪资面议
(长江中路中国银行对面),姥爷爷土钵菜馆,服务员,学历不限 / 经验不限 / 性别不限 / 18～45岁,招聘1人,2K-3K
(长江中路中国银行对面),姥爷爷土钵菜馆,收银员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,2K-3K
(长江中路中国银行对面),姥爷爷土钵菜馆,大堂经理,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘1人,薪资面议
(池州凤凰大道与翠峰路交口),绿地集团池州置业有限公司,财务,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(贵池区工业园区康庄大道北侧),池州市大胡子实业有限公司,普工,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘20人,2K-3K
(池州市(开发区金科路27号金马石业院内百世快递)),池州市拉钩供应链管理有限公司,储备干部,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,2K-5K
(池州市秋浦东路与翠百路交口万卷书城二楼),池州万卷书城,收银员、电脑操作员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘若干人,薪资面议
(池州市秋浦东路与翠百路交口万卷书城二楼),池州万卷书城,理货员、导购员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘若干人,薪资面议
(青峰花园17幢115#(邮政储蓄银行对面)）),池州市我爱我家房产经纪有限公司,置业顾问,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘20人,面议
(池州市(开发区金科路27号金马石业院内百世快递)),池州市拉钩供应链管理有限公司,驾驶员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘2人,薪资面议
(池州市通港路89号高新技术产业开发区A区13栋),池州汉诺威机电设备科技有限公司,电工,学历不限 / 经验2年以上 / 性别男 / 26～50岁,招聘2人,面议
,头道汤养生坊,顾问,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘4人,5K-10K
,头道汤养生坊,头疗师,学历不限 / 经验不限 / 性别不限 / 18～40岁,招聘20人,5K-10K
(池州市通港路89号高新技术产业开发区A区13栋),池州汉诺威机电设备科技有限公司,淘宝客服,学历不限 / 经验不限 / 性别不限 / 25～35岁,招聘2人,3K-4K
(池州豪丰装饰城1号楼103),水性科天,销售人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘10人,2K-7K
(池州豪丰装饰城1号楼103),水性科天,设计师,学历不限 / 经验不限 / 性别不限 / 18～50岁,招聘4人,3K-8K
(池州凤凰大道与翠峰路交口),绿地集团池州置业有限公司,销售顾问,学历不限 / 经验不限 / 性别不限 / 18～35岁,招聘20人,2K-8K
(池州豪丰装饰城1号楼103),水性科天,售后服务人员,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘3人,3K-6K
(长江南路兴惠广场65号),老铜匠卫浴,导购,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘6人,2K-5K
(池州市贵池区通港路89号第28栋),池州巨成电子科技有限公司,操作工,学历不限 / 经验不限 / 性别不限 / 18～30岁,招聘若干人,4K-5K
,逆时光美容会所,美容美体师,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘6人,3K-12K
(池州市贵池区通港路89号第28栋),池州巨成电子科技有限公司,工程文员,大专 / 经验1年以上 / 性别女 / 18～30岁,招聘1人,薪资面议
(青峰花园17幢115#(邮政储蓄银行对面)）),池州市我爱我家房产经纪有限公司,门店经理,中专 / 经验2年以上 / 性别不限 / 年龄不限,招聘10人,面议
(一店地址:池州市翠微东路兴佳小区入口处(欧普照明)二店地址:百汇大市场入口处(欧普照明华美灯饰)),欧普照明,导购,学历不限 / 经验不限 / 性别不限 / 25～40岁,招聘2人,薪资面议
(长江北路与清风路交叉口东南角恒泰都市华庭),贵池区车爵仕汽车美容会所,汽车学徒,学历不限 / 经验不限 / 性别不限 / 年龄不限,招聘10人,薪资面议
