company,jname,jtxt,mount,salary
池州远博科技软件,电话营销,"贵池区,经验不限,大专",[3人],2千5-5千/月
池州远博科技软件,软件实施工程师,"贵池区,经验不限,大专",[5人],4千-8千/月
源邦设备有限公司,文员 氩弧焊工 电焊工 油漆工,"贵池区,经验不限,学历不限",[若干人],面议
池州金牌盛典文化产业投资有限公司,前台,"贵池区,经验不限,学历不限",[4人],面议
池州中宜包装有限公司,普工,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州中宜包装有限公司,平面设计,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州东来文化传播有限公司,课程顾问,"贵池区,经验不限,大专",[1人],面议
池州君斯财务有限公司,销售,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州东来文化传播有限公司,国学教师,"贵池区,经验不限,大专",[2人],2千-4千/月
贵池区南大门通讯设备经营部,电话客服,"贵池区,经验不限,初中",[若干人],2千-3千/月
禄思伟矿业资源（安徽）有限公司,窑炉主控操作员,"贵池区,3-5年,高中",[30人],3千-4千/月
禄思伟矿业资源（安徽）有限公司,维修钳工,"贵池区,3-5年,高中",[10人],3千5-4千5/月
禄思伟矿业资源（安徽）有限公司,操作工、包装工、巡检,"贵池区,1-3年,高中",[30人],3千-4千/月
禄思伟矿业资源（安徽）有限公司,安全员,"贵池区,3-5年,高中",[2人],3千-4千/月
禄思伟矿业资源（安徽）有限公司,维修电工,"贵池区,3-5年,高中",[10人],3千5-4千5/月
贵池区希望教育咨询服务中心,初高中数理化教师,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
贵池区希望教育咨询服务中心,课程顾问,"贵池区/城区,经验不限,学历不限",[若干人],5千-1万/月
贵池区希望教育咨询服务中心,各科教师,"贵池区/城区,经验不限,学历不限",[若干人],面议
点点灯饰,店长,"贵池区/城区,经验不限,学历不限",[若干人],2千6-5千/月
点点灯饰,灯具开关小区渠道专员,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
点点灯饰,灯具安装和学徒,"贵池区/城区,经验不限,学历不限",[若干人],2千6-5千/月
平天湖风景区百姓饭店,厨师,"贵池区/城区,经验不限,学历不限",[若干人],4千-5千5/月
安徽中建世纪兴房地产土地评估有限公司池州分公司,客户经理,"贵池区,1-3年,学历不限",[2人],面议
尕力顿网吧,网吧网管,"贵池区,经验不限,学历不限",[1人],面议
尕力顿网吧,收银员,"贵池区,经验不限,学历不限",[3人],面议
安徽绿健检测技术服务有限公司,实验室主任,"贵池区,1-3年,本科",[3人],面议
安徽绿健检测技术服务有限公司,业务经理,"贵池区/城区,经验不限,大专",[10人],面议
安徽绿健检测技术服务有限公司,环评编制、环境工程项目负责人员,"贵池区/城区,经验不限,大专",[5人],面议
安徽绿健检测技术服务有限公司,办公室主任,"贵池区,1-3年,本科",[若干人],2千5-3千5/月
安徽绿健检测技术服务有限公司,实验室分析人员,"贵池区/城区,经验不限,大专",[6人],面议
上海途美装潢设计有限公司,项目经理,"贵池区,经验不限,学历不限",[20人],面议
上海途美装潢设计有限公司,市场开拓人员,"贵池区,经验不限,学历不限",[1人],面议
上海途美装潢设计有限公司,设计师,"贵池区,1-3年,学历不限",[1人],面议
彩钢瓦零售,舞蹈教师2名，绘画教师2名,"贵池区,经验不限,学历不限",[4人],1千5-3千/月
彩钢瓦零售,舞蹈教师2名，绘画教师2名,"贵池区,经验不限,中专",[4人],3千-5千/月
池州市爱家房地产经纪有限公司,房产经纪人,"贵池区/城区,经验不限,学历不限",[若干人],3千-5千/月
池州市爱家房地产经纪有限公司,诚聘房产经理,"贵池区/城区,经验不限,初中",[10人],3千-5千/月
池州市爱家房地产经纪有限公司,房产经纪人,"贵池区/城区,经验不限,学历不限",[15人],面议
安徽绿创精密电子科技有限公司,人事课长,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
安徽绿创精密电子科技有限公司,文员,"贵池区,1-3年,大专",[3人],面议
池州市爱家房地产经纪有限公司,置业顾问,"贵池区/城区,经验不限,学历不限",[15人],面议
安徽绿创精密电子科技有限公司,仓管,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
安徽绿创精密电子科技有限公司,普工,"贵池区,经验不限,学历不限",[99人],面议
安徽绿创精密电子科技有限公司,人事专员,"贵池区,1-3年,中专",[若干人],2千5-3千/月
池州福居房地产经纪有限公司,房产经纪人,"贵池区,经验不限,学历不限",[20人],1千2-1千5/月
池州福居房地产经纪有限公司,房产经纪人,"贵池区,经验不限,学历不限",[20人],面议
安徽绿创精密电子科技有限公司,人事专员/人事储备干部,"贵池区,3-5年,本科",[若干人],面议
池州港远航控股有限公司,电气工程师,"贵池区,3-5年,本科",[2人],面议
池州港远航控股有限公司,机械工程师,"贵池区,5-10年,本科",[4人],面议
华陵灯饰有限责任公司,建材销售,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州一起突然网络科技有限公司,企业服务专员,"贵池区,1-3年,中专",[5人],2千-3千/月
池州市雄图信息商务咨询有限公司,业务员,"贵池区/城区,经验不限,学历不限",[若干人],5千-1万/月
池州鑫建安建筑劳务服务有限公司,会计,"贵池区/城区,1-3年,学历不限",[若干人],面议
池州鑫建安建筑劳务服务有限公司,出纳,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州体彩中心,体育彩票代理销售网点,"贵池区/城区,经验不限,高中",[6人],3千-6千/月
池州体彩中心,体育彩票代理销售网点,"石台县,经验不限,高中",[2人],3千-6千/月
池州体彩中心,体育彩票代理销售网点,"东至县/县城,经验不限,高中",[若干人],3千5-6千/月
池州体彩中心,体彩代理销售业主,"青阳县,1-3年,高中",[若干人],3千-6千/月
安徽老渔翁投资控股有限公司,房产销售/置业顾问,"贵池区,经验不限,学历不限",[3人],3千-6千/月
贵池区博汪母婴用品店,导购,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市凯昱建筑节能科技有限公司,外墙保温材料销售专员,"贵池区/城区,经验不限,学历不限",[若干人],4千-8千/月
安徽蓝天下电子商务有限公司,收银员,"贵池区,经验不限,学历不限",[若干人],面议
池州市人生无限网络科技有限公司,新媒体运营,"贵池区,经验不限,大专",[2人],4千-5千/月
池州市人生无限网络科技有限公司,新媒体运营,"贵池区,经验不限,大专",[2人],4千-5千/月
中国平安财产保险股份有限公司池州中心支公司,岗位经理,"贵池区,经验不限,大专",[10人],3千-5千/月
安徽亿川会计师事务所（普通合伙）,财务（审计专员）,"贵池区,经验不限,学历不限",[若干人],面议
安徽亿川会计师事务所（普通合伙）,中级会计师（项目经理）,"贵池区,经验不限,学历不限",[若干人],面议
芜湖团圆网络科技有限公司,美团点评收银系统销售经理,"贵池区,经验不限,中专",[5人],4千-8千/月
芜湖团圆网络科技有限公司,美团网客户谈判代表+月薪5-8K+五险一金,"贵池区,经验不限,大专",[若干人],3千-6千/月
安徽亿川会计师事务所（普通合伙）,审计经理,"贵池区,经验不限,学历不限",[若干人],面议
正知艺术培训中心,初高中全学科助教,"贵池区,经验不限,大专",[若干人],3千-5千/月
正知艺术培训中心,小学英语老师,"贵池区,经验不限,大专",[若干人],3千-5千/月
池州市五星电脑有限责任公司,技术人员,"贵池区,经验不限,学历不限",[若干人],面议
池州市五星电脑有限责任公司,商务代表,"贵池区,经验不限,学历不限",[若干人],面议
安徽盛唐工程咨询集团有限公司,造价师/预算师,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽漫渺保健科技有限公司,平面设计美工,"贵池区,3-5年,学历不限",[1人],面议
安徽漫渺保健科技有限公司,采购助理,"贵池区,经验不限,学历不限",[1人],3千-5千/月
安徽漫渺保健科技有限公司,经理助理,"贵池区/城区,1-3年,学历不限",[1人],3千-5千/月
安徽漫渺保健科技有限公司,电商销售专员,"贵池区/城区,1-3年,学历不限",[1人],3千-5千/月
池州市河滨幼儿园,幼儿园教师,"贵池区,经验不限,学历不限",[若干人],面议
青阳县远恒模具制造有限公司,模具三维设计师，模具钳工,"青阳县,1-3年,初中",[若干人],3千-6千/月
青阳县远恒模具制造有限公司,加工中心操作工，加工中心编程,"青阳县,1-3年,初中",[5人],3千-6千/月
安徽辰元物业管理有限公司池州分公司,办公楼保安,"贵池区/城区,1-3年,初中",[1人],面议
安徽辰元物业管理有限公司池州分公司,办公楼保洁,"贵池区/城区,1年以下,初中",[1人],面议
安徽辰元物业管理有限公司池州分公司,值班电工,"贵池区/城区,1-3年,高中",[2人],面议
安徽辰元物业管理有限公司池州分公司,办公楼保安,"贵池区/城区,1年以下,高中",[3人],面议
安徽辰元物业管理有限公司池州分公司,办公楼保安人员,"贵池区/城区,1-3年,初中",[1人],面议
安徽九华山旅游发展股份有限公司东崖宾馆,质培专员,"九华山/景区,1-3年,本科",[1人],4千-4千5/月
安徽九华山旅游发展股份有限公司东崖宾馆,美工,"九华山/景区,经验不限,本科",[1人],3千5-4千/月
安徽九华山旅游发展股份有限公司东崖宾馆,客房服务员,"九华山,经验不限,高中",[6人],3千4-3千8/月
安徽九华山旅游发展股份有限公司东崖宾馆,园艺师,"九华山,经验不限,大专",[1人],3千4-3千8/月
安徽九华山旅游发展股份有限公司东崖宾馆,餐厅服务员,"九华山,经验不限,高中",[6人],3千4-3千8/月
安徽皖通科技股份有限公司,机电维护工程师,"贵池区,1-3年,大专",[3人],4千-6千/月
安徽茶溪建设开发有限公司,行政文员,"九华山,经验不限,大专",[2人],面议
安徽茶溪建设开发有限公司,水暖工程师,"九华山/景区,经验不限,学历不限",[若干人],面议
安徽茶溪建设开发有限公司,置业顾问,"九华山,经验不限,学历不限",[若干人],面议
安徽茶溪建设开发有限公司,平面设计,"九华山,经验不限,学历不限",[若干人],面议
安徽茶溪建设开发有限公司,建筑工程设计师,"九华山,经验不限,学历不限",[若干人],面议
池州三骏财务咨询有限公司,主办会计,"贵池区,3-5年,大专",[2人],3千5-6千/月
池州三骏财务咨询有限公司,诚聘电话销售+年薪6万-,"贵池区/城区,1-3年,高中",[20人],5千-1万/月
爱辣啵啵鱼餐厅,餐饮店人员,"贵池区,经验不限,初中",[5人],3千-5千/月
金地物业池州分公司,售楼部客服,"贵池区/城区,经验不限,学历不限",[若干人],2千6-2千8/月
金地物业池州分公司,保安,"贵池区/城区,经验不限,学历不限",[若干人],3千5-4千/月
上海麟膳餐饮管理有限公司,市区学校食堂招聘大锅菜师傅,"贵池区/城区,经验不限,学历不限",[若干人],4千-5千/月
上海麟膳餐饮管理有限公司,学校食堂招聘面点师傅,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千/月
上海麟膳餐饮管理有限公司,学校食堂招聘勤杂阿姨,"贵池区/城区,经验不限,学历不限",[若干人],1千8-2千/月
上海麟膳餐饮管理有限公司,学校食堂招聘厨师包吃住,"贵池区/城区,经验不限,学历不限",[若干人],3千5-4千5/月
上海麟膳餐饮管理有限公司,学校食堂厨师,"贵池区/城区,经验不限,学历不限",[若干人],4千-4千6/月
池州市九华山弘愿旅游发展有限公司,酒店前台,"九华山,1-3年,学历不限",[2人],面议
池州市九华山弘愿旅游发展有限公司,餐厅服务员,"九华山,经验不限,学历不限",[10人],面议
池州市工程建设监理有限公司,监理师、监理员,"贵池区,1-3年,学历不限",[若干人],3千5-5千/月
江苏悠迅网络科技有限公司,人事专员,"贵池区,经验不限,学历不限",[1人],2千-4千/月
江苏悠迅网络科技有限公司,储备经理,"贵池区,经验不限,学历不限",[20人],3千-6千/月
江苏悠迅网络科技有限公司,手游推广（经验不限）,"贵池区,经验不限,学历不限",[50人],3千-6千/月
江苏悠迅网络科技有限公司,网络销售（手游推广）,"贵池区,经验不限,学历不限",[50人],3千-6千/月
添荣电子商务,急淘宝客服,"贵池区,经验不限,学历不限",[4人],2千-4千/月
添荣电子商务,淘宝运营推广,"贵池区/城区,经验不限,学历不限",[2人],4千5-9千/月
平天湖风景区佳天乐建材经营部,店长,"贵池区,经验不限,学历不限",[1人],3千-6千/月
平天湖风景区佳天乐建材经营部,前台导购,"贵池区,经验不限,学历不限",[5人],2千4-4千5/月
贵池区迷你照相馆,助理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州猎手网络科技有限公司,客服,"贵池区/城区,经验不限,学历不限",[若干人],3千5-7千/月
池州猎手网络科技有限公司,客服专员,"贵池区/城区,经验不限,学历不限",[若干人],2千-4千/月
福建盼盼饮料有限公司,代理经销商,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州同城生活文化传媒有限公司,线下网红主播,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州同城生活文化传媒有限公司,销售经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州同城生活文化传媒有限公司,业务经理,"贵池区,经验不限,学历不限",[若干人],面议
池州同城生活文化传媒有限公司,直播策划,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
池州同城生活文化传媒有限公司,市场营销,"贵池区,经验不限,学历不限",[若干人],面议
池州市天水湾大酒店有限公司,技术员,"贵池区,经验不限,学历不限",[若干人],2千5-3千/月
池州市天水湾大酒店有限公司,天水湾餐饮收银,"贵池区,1年以下,学历不限",[3人],2千3-3千/月
池州市天方富硒生物科技有限公司,销售业务经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州中企智胜财务咨询有限公司,销售代表,"贵池区,1年以下,大专",[2人],面议
池州华宏建筑工程有限公司,出纳兼办公室文员,"贵池区,经验不限,学历不限",[1人],面议
池州华宏建筑工程有限公司,资料员,"贵池区,经验不限,学历不限",[1人],面议
池州华宏建筑工程有限公司,资料员预算员,"贵池区,经验不限,学历不限",[1人],面议
池州铜顺汽贸有限责任公司,销售顾问,"贵池区/城区,经验不限,学历不限",[10人],面议
池州铜顺汽贸有限责任公司,装潢学徒工,"贵池区/城区,经验不限,学历不限",[1人],面议
池州铜顺汽贸有限责任公司,油漆中工,"贵池区/城区,经验不限,高中",[1人],面议
池州铜顺汽贸有限责任公司,油漆学徒,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州铜顺汽贸有限责任公司,汽车机修学徒,"贵池区/城区,1-3年,初中",[1人],面议
池州市祥顺汽车销售服务有限公司,汽车机修师傅,"贵池区/城区,1-3年,学历不限",[2人],4千5-6千/月
池州市祥顺汽车销售服务有限公司,服务顾问,"贵池区/城区,1-3年,大专",[2人],3千-5千/月
池州市捷途汽车销售服务有限公司,销售顾问,"贵池区,经验不限,中专",[5人],4千-8千/月
池州市捷途汽车销售服务有限公司,数字化经理,"贵池区,1年以下,大专",[1人],3千5-5千5/月
池州市捷途汽车销售服务有限公司,行政主管,"贵池区,1年以下,大专",[1人],2千5-3千5/月
池州市捷途汽车销售服务有限公司,市场经理,"贵池区,1-3年,大专",[1人],3千5-5千5/月
池州市捷途汽车销售服务有限公司,销售经理,"贵池区,1-3年,大专",[1人],6千-8千/月
安徽思埠社交电商服务有限公司,销售代表,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
安徽思埠社交电商服务有限公司,线下市场经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
安徽思埠社交电商服务有限公司,策划部经理,"贵池区/城区,经验不限,学历不限",[若干人],4千-8千/月
安徽思埠社交电商服务有限公司,仓管,"贵池区/城区,经验不限,学历不限",[若干人],2千-3千/月
安徽思埠社交电商服务有限公司,董事长助理,"贵池区/城区,经验不限,学历不限",[若干人],2千-4千/月
上海阔礼商务咨询有限公司,销售经理助理,"贵池区,经验不限,学历不限",[若干人],面议
池州市站前区东湖汽配销售公司,送货司机,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市站前区东湖汽配销售公司,小车驾驶员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市尚都观景酒店有限公司,前厅经理,"贵池区,经验不限,学历不限",[若干人],面议
池州市尚都观景酒店有限公司,餐厅经理,"贵池区,经验不限,中专",[若干人],面议
贵池区大西瓜亲子摄影馆,招聘宝妈孕妈兼职客服,"贵池区/城区,经验不限,学历不限",[若干人],1千5-3千/月
贵池区大西瓜亲子摄影馆,门市客服,"贵池区,经验不限,高中",[3人],2千-4千/月
贵池区大西瓜亲子摄影馆,化妆师,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市金禾物流有限责任公司,安全员,"贵池区,1-3年,高中",[若干人],面议
池州秀齐商贸有限公司,销售代表,"贵池区,经验不限,学历不限",[4人],3千-5千/月
池州秀齐商贸有限公司,业务代表,"东至县,经验不限,学历不限",[2人],3千-5千/月
池州秀齐商贸有限公司,办公室文员,"贵池区,经验不限,高中",[2人],2千-4千/月
安徽省艺海潮广告展览有限公司,平面设计,"贵池区,经验不限,学历不限",[若干人],3千-5千/月
池州宝景汽车销售服务有限公司,机电工,"贵池区,经验不限,学历不限",[若干人],面议
池州宝景汽车销售服务有限公司,油漆工,"贵池区,经验不限,学历不限",[若干人],面议
池州宝景汽车销售服务有限公司,销售顾问,"贵池区,经验不限,学历不限",[2人],6千-8千/月
池州宝景汽车销售服务有限公司,市场经理,"贵池区,经验不限,学历不限",[若干人],面议
池州市明恒汽车销售服务有限公司,服务顾问,"贵池区,经验不限,学历不限",[2人],3千-4千5/月
池州市明恒汽车销售服务有限公司,客服经理,"贵池区,1-3年,大专",[1人],2千5-3千/月
池州市明恒汽车销售服务有限公司,销售顾问,"贵池区,1-3年,高中",[10人],8千-1万5/月
池州市精信人力资源服务有限公司,设备工程师,"贵池区,1-3年,大专",[3人],面议
池州市精信人力资源服务有限公司,普工,"贵池区/城区,经验不限,初中",[50人],3千-6千/月
池州市精信人力资源服务有限公司,仓库管理,"贵池区/城区,1-3年,大专",[3人],2千5-3千5/月
池州市精信人力资源服务有限公司,会计,"贵池区/城区,3-5年,大专",[3人],面议
池州市精信人力资源服务有限公司,质检文员,"贵池区/城区,经验不限,初中",[5人],2千5-4千5/月
池州与你婚舍文化传媒有限公司,执行,"贵池区/城区,经验不限,学历不限",[若干人],面议
宝马金融,销售经理,"贵池区,经验不限,高中",[2人],面议
宝马金融,销售代表,"贵池区,经验不限,高中",[5人],面议
上海睿财信息科技有限公司,文员,"贵池区/城区,经验不限,学历不限",[若干人],面议
上海睿财信息科技有限公司,文员实习,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市恒瑞电子科技有限公司,金蝶软件技术支持工程师,"贵池区/城区,经验不限,大专",[6人],2千5-5千/月
池州市恒瑞电子科技有限公司,销售专员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市援通智慧养老服务中心,客服（信息分配员）,"贵池区,经验不限,高中",[4人],1千8-2千5/月
池州市援通智慧养老服务中心,服务商管理,"贵池区,经验不限,高中",[1人],面议
君庭软装,店面导购销售,"贵池区/城区,经验不限,学历不限",[若干人],2千-3千/月
君庭软装,销售专员,"贵池区/城区,经验不限,学历不限",[若干人],2千5-5千/月
池州市橄榄树职业美容院,美容学员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市橄榄树职业美容院,美容店长,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市橄榄树职业美容院,美容师,"贵池区/城区,经验不限,学历不限",[若干人],3千5-7千/月
芝麻花教育,小学语文老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
芝麻花教育,小学英语老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
芝麻花教育,化学晚自习辅导,"贵池区/城区,经验不限,学历不限",[若干人],面议
芝麻花教育,小学作文老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
芝麻花教育,初中理化老师,"贵池区/城区,经验不限,学历不限",[若干人],面议
上海明暄股权投资基金管理有限公司池州分公司,客户经理,"贵池区,1-3年,大专",[20人],面议
贵池区天时信通讯器材经营部,收银员,"贵池区/城区,经验不限,学历不限",[若干人],3千-4千/月
池州市昭明商贸有限公司,美容师,"贵池区/城区,经验不限,学历不限",[若干人],3千-6千/月
池州市昭明商贸有限公司,销售代表,"贵池区/乡镇,经验不限,学历不限",[若干人],4千-8千/月
池州六脉电子商务有限公司,网络销售,"贵池区,经验不限,学历不限",[3人],3千-5千/月
池州六脉电子商务有限公司,营销主管,"贵池区,经验不限,学历不限",[1人],5千-8千/月
池州六脉电子商务有限公司,UI设计,"贵池区,经验不限,学历不限",[2人],3千-5千/月
池州六脉电子商务有限公司,java工程师,"贵池区,经验不限,学历不限",[2人],3千-5千/月
池州六脉电子商务有限公司,前端工程师,"贵池区,经验不限,学历不限",[2人],3千-5千/月
平天湖风景区山河酒类经营部,业务员,"贵池区,1-3年,学历不限",[2人],3千-6千/月
贵池区童欣幼儿园,保育员,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市芯达电子科技有限公司,专利工程师,"贵池区,1-3年,学历不限",[3人],面议
池州市芯达电子科技有限公司,MCU程序编写师,"贵池区/城区,1-3年,本科",[若干人],面议
池州市芯达电子科技有限公司,IC品质/测试工程师,"贵池区/城区,1-3年,大专",[若干人],面议
池州市芯达电子科技有限公司,跟单文员,"贵池区/城区,1-3年,高中",[若干人],面议
池州市芯达电子科技有限公司,出纳文员,"贵池区/城区,1-3年,大专",[1人],面议
池州天腾信息技术有限公司,技术员,"贵池区,经验不限,学历不限",[若干人],2千5-4千/月
水云轩足浴会所,技师,"贵池区/城区,经验不限,学历不限",[若干人],面议
水云轩足浴会所,收银员、服务员,"贵池区/城区,经验不限,学历不限",[若干人],2千2-4千/月
池州市城北物业服务有限公司,物管员,"贵池区,经验不限,学历不限",[2人],面议
池州市杭家卫浴,销售代表,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市杭家卫浴,区域经理,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州市鑫荣袜业有限公司,跟单学徒,"贵池区/乡镇,经验不限,学历不限",[若干人],面议
池州泰达文化传媒有限公司,广告设计,"贵池区/城区,经验不限,学历不限",[若干人],面议
池州泰达文化传媒有限公司,广告设计,"贵池区/城区,经验不限,学历不限",[若干人],面议
